2-01_02_S01,Those branches \nlook dangerous.,저 멀리 위험해 보이는 \n나무 가시들이 보여요.,远处可以看到\n危险的刺。,遠處可以看到\n危險的刺。,Diese Zweige\nsehen gefährlich aus.,Esas ramas \nparecen peligrosas.
2-01_02_S02,How did this happen? \nNot a single branch scraped Sally.,어떻게 된걸까요? \n샐리는 가시에 하나도 다치지 않았어요.,这是怎么回事？\n莎莉完全没有被刺。,這是怎麽回事？\n莎莉完全沒有被刺。,Wie kann das sein?\nKein einziger Zweig hat Sally gekratzt.,¿Cómo es posible? \nSally no tiene ni un rasguño de las ramas.
2-01_02_F01,The branches look sharp.,나무 가시들이 \n날카로워 보여요.,那些刺看起来\n非常尖利。,那些刺看起來\n非常尖利。,Die Zweige sehen spitz aus.,Las ramas parecen afiladas.
2-01_02_F02,Remove branches \nblocking Sally's way \nby rolling over them.,"나무 가시를 밟아서, \n샐리를 가로막는 가시들을 치워주세요.",踩着刺，\n为莎莉去除挡住道路的刺。,踩著刺，\n為莎莉去除擋住道路的刺。,"Entferne die Zweige,\ndie Sallys Weg versperren,\nindem du darüber rollst.",Aparta las ramas \nque bloquean el paso de Sally \nrodando a través de ellas.
2-01_02_F03,He cleared the branches \nto help Sally.,아빠가 샐리를 위해 \n나무 가시를 치워줬어요.,父亲为莎莉\n去除了刺。,父親為莎莉\n去除了刺。,"Er räumte die Zweige aus dem Weg,\num Sally zu helfen.",Despejó las ramas \npara ayudar a Sally.
,,,,,,
//2-01_03,,,,,,
2-01_03_S01,Oh no! \nSally took a hard fall!,아이쿠! \n샐리가 높은 곳에서 떨어졌어요.,哎呀！\n莎莉从高处跌落。,哎呀！\n莎莉從高處跌落。,Oh nein!\nSally ist schlimm gestürzt!,"¡Oh, no! \n¡Sally se ha caído!"
2-01_03_S02,Maybe luck doesn't follow her \neverywhere.,샐리도 매번 운이 따르는 \n아이는 아닌가봐요.,莎莉不是每次\n都是非常好运的吗。,莎莉不是每次\n都是非常好運的嗎。,Vielleicht ist sie doch nicht überall\nvom Glück verfolgt.,Tal vez la suerte no le sonría \nsiempre.
2-01_03_F01,It looks like the fall \nhurt Sally.,샐리가 떨어져서 \n다친 모양이예요.,莎莉跌落\n好像受伤了。,莎莉跌落\n好像受傷了。,Offenbar hat Sally sich\nbei dem Sturz wehgetan.,Parece que Sally se ha hecho daño \nen la caída.
2-01_03_F02,Can he not protect her \nfrom everything?,아빠는 샐리를 완벽히 \n지켜줄 수 없는 걸까요?,父亲不能完美的\n守护她吗？,父親不能完美的\n守護她嗎？,Kann er sie nicht\nvor allem beschützen?,¿No puede protegerla \nde todo?
,,,,,,
//2-02_01,,,,,,
2-02_01_S01,It's much quieter here \ncompared to the city.,도시보다는 \n많이 한적해졌어.,比在城市里\n清闲了许多。,比在城市裏\n清閑了許多。,Im Vergleich zur Stadt\nist es viel ruhiger hier.,Esto es mucho más tranquilo \nque la ciudad.
2-02_01_S02,But I can't rest. \nI must keep moving.,그래도 한가롭게 쉬고 있을 수 없어. \n다시 움직여야 해.,可以悠闲的休息。\n准备重新出发。,可以悠閑的休息。\n準備重新出發。,Aber ich darf nicht ruhen.\nIch muss weiter.,No puedo pararme. \nDebo seguir adelante.
2-02_01_F01,"It's much better here than in the city, \nhowever it's still chaotic.","도시 만큼은 아니지만, \n여전히 정신없는 곳이야.",虽然比城市里轻松，\n但还是不能放松。,雖然比城市裏輕松，\n但還是不能放松。,Hier ist es viel besser als in der Stadt.\nAber chaotisch ist es trotzdem.,"Se esta mejor aquí que en la ciudad, \naunque siga siendo caótico."
2-02_01_F02,"As always, Sally looks like \nshe’s in a hurry.",샐리는 여전히 급박해 보인다.,莎莉看起来还是很忙碌。,莎莉看起來還是很忙碌。,"Wie immer sieht Sally aus,\nals hätte sie es sehr eilig.","Como siempre, parece que Sally \nva con prisas."
,,,,,,
//2-02_02,,,,,,
2-02_02_S01,"Although they looked sharp, \nI don't think the bars are \nthat dangerous.","날카로워 보이는 창살이었는데, \n생각만큼 위험하진 않았어.",窗格子看起来很尖锐，\n但没有想象中的危险。,窗格子看起來很尖銳，\n但沒有想象中的危險。,"Obwohl sie scharf aussahen,\nglaube ich nicht, dass die Stäbe\nsehr gefährlich sind.","Aunque parecían afiladas, \ncreo que las barras no eran \ntan peligrosas."
2-02_02_F01,Those bars looks dangerous. \nI need to remove it for Sally.,위험해 보이는 창살이다. \n아이를 위해 치워줘야겠다.,窗格子看起来很危险，\n为了孩子一定要除去。,窗格子看起來很危險，\n為了孩子一定要除去。,Diese Stäbe sehen gefährlich aus.\nIch muss sie für Sally aus dem Weg räumen.,Esas barras parecen peligrosas. \nTengo que deshacerme de ellas.
2-02_02_F02,It's a relief \nshe didn't get hurt.,샐리가 다치지 \n않아서 다행이다.,莎莉没有受伤\n真是万幸。,莎莉沒有受傷\n真是萬幸。,"Es beruhigt mich,\ndass sie nicht verletzt wurde.","Es un alivio, \nno se ha hecho daño."
,,,,,,
//2-03_03,,,,,,
2-03_03_S01,I don't think I've stopped running \nsince leaving home on my own.,혼자 고향을 떠난 뒤로 \n그동안 쉬지 않고 달려온 것 같아.,独自离乡后\n从来没有休息过。,獨自離鄉後\n從來沒有休息過。,"Ich glaube, ich bin nur am Rennen,\nseit ich alleine mein Zuhause verlassen habe.",Desde que salí de casa \nno he dejado de correr.
2-03_03_S02,"Everyday, \nI’ve struggled \nto keep up with reality.",매일 현실에 쫓기며 살았지.,每天都活在残酷的现实中。,每天都活在殘酷的現實中。,"Jeden Tag\nhabe ich darum gekämpft,\nmit der Realität Schritt zu halten.",Cada día \nhe luchado por \nseguir adelante.
2-03_03_S03,Maybe I wasn't as considerate \nof Father as I should have been.,아빠를 생각해본 적이 \n너무 없었던 건 아닐까.,关于父亲则是\n想念甚少。,關於父親則是\n想念甚少。,Wahrscheinlich war ich Vater gegenüber\nnicht rücksichtsvoll genug.,Tal vez debería haber sido más \nconsiderada con papá.
2-03_03_F01,My heart ached after Sally left.,떠난 딸을 생각하면 \n마음 한구석이 아파오곤 했다.,想起离开的女儿\n心中不禁一阵伤痛。,想起離開的女兒\n心中不禁一陣傷痛。,"Mein Herz schmerzte, \nnachdem Sally gegangen war.",Caí en la tristeza tras la marcha de Sally.
2-03_03_F02,"I trusted she would be well and tried not to dwell on it,",잘 하고 있을거라 믿고 \n되도록 떠올리려 하지 않았지만,相信她一定过得很好\n不刻意去想她,相信她一定過得很好\n不刻意去想她,"Ich vertraute darauf, \ndass es ihr gut gehen würde, und versuchte,\nnicht weiter daran zu denken,","Pensaba en que ella estaría bien e intenté no obsesionarme,"
2-03_03_F03,but there wasn't a single day that I didn't worry for her.,한순간도 아이를 \n잊은적이 없었다. ,但是从来没有\n忘记过她。,但是從來沒有\n忘記過她。,"doch es verging kein Tag, \nan dem ich mich nicht um sie sorgte.",pero no pasó un solo día en el que no pensara en ella.
,,,,,,
//2-04_01,,,,,,
2-04_01_S01,"Father, who was always too busy.",매일 바쁘던 아빠.,每日繁忙的父亲。,每日繁忙的父親。,Vater war immer zu beschäftigt.,"Papá, tú siempre tan ocupado..."
2-04_01_S02,I can't remember \nif we ever went for a walk \nafter I turned ten.,열 살 무렵에는 함께 \n산책했던 기억조차 나지 않아.,从十岁之后\n就没有一起散步的记忆。,從十歲之後\n就沒有一起散步的記憶。,"Ich kann mich nicht erinnern,\nob wir je spazieren waren,\nnachdem ich zehn wurde.",No me acuerdo \nsi salimos a pasear \ndespués de cumplir 10 años.
2-04_01_F01,Sally was a delicate child.,샐리는 \n가냘픈 아이였다.,莎莉是个\n很弱小的孩子。,莎莉是個\n很弱小的孩子。,Sally war ein empfindliches Kind.,Sally era una niña muy frágil.
2-04_01_F02,"I was always afraid she'd get hurt, \nsince she was around ten.",열 살 무렵엔 다칠까봐 \n항상 조마조마했다.,十岁的年级\n总是很担心她受伤。,十歲的年級\n總是很擔心她受傷。,"Seit sie etwa zehn war,\nhatte ich immer Angst, sie könnte sich wehtun.","Desde los 10 años, me preocupaba \nque le pasara algo malo."
,,,,,,
//2-05_01,,,,,,
2-05_01_S01,I heard my mom passed away \nwhen I was three.,내가 세살 때 \n엄마가 돌아가셨다고 들었어.,我听说母亲是\n在我三岁的时候过世的。,我聽說母親是\n在我三歲的時候過世的。,"Ich erfuhr, \ndass meine Mutter gestorben war,\nals ich drei war.",Me enteré de que mi madre murió \ncuando yo tenía 3 años.
2-05_01_S02,"After mom passed away, \ndad was busy.",엄마가 돌아가신 이후로 \n아빠는 바빴고,母亲走之后\n父亲一直很忙,母親走之後\n父親一直很忙,Nach Mutters Tod\nwar Vater immer beschäftigt.,"Cuando mamá murió, \npapá siempre estaba ocupado."
2-05_01_S03,"When I was about ten, \nhe just kept getting busier and busier.",내가 열 살 무렵에는 \n너무나도 바빠지셨지.,在我十岁的时候\n父亲变的非常的忙碌。,在我十歲的時候\n父親變的非常的忙碌。,"Als ich etwa zehn war,\nwurde er immer beschäftigter.","Cuando cumplí 10 años, \nestaba cada vez más ocupado."
2-05_01_F01,Sally had gotten hurt \nfrom falling once.,샐리가 높은 곳에서 떨어져 \n다친 적이 있었다.,莎莉从高处跌落\n受伤过一次。,莎莉從高處跌落\n受傷過一次。,Sally war einmal gestürzt\nund hatte sich verletzt.,Sally se hizo daño una vez \nque se cayó.
2-05_01_F02,My heart sank.,심장이 \n떨어지는 줄 알았는데,感觉心脏\n都要掉出来了。,感覺心臟\n都要掉出來了。,Mein Herz wurde schwer.,Me dio un vuelco el corazón.
2-05_01_F03,But she didn't cry \nand got straight back up.,어쩜 그 연약한 아이가 \n울지도 않고 씩씩하게 일어나던지.,那么柔弱的孩子\n一声也没有哭的站了起来。,那麽柔弱的孩子\n一聲也沒有哭的站了起來。,Aber sie weinte nicht\nund stand sofort wieder auf.,Pero no lloró \ny se puso de pie ella sola.
,,,,,,
//2-05_03,,,,,,
2-05_03_S01,"Of course when I think about it now, \nI understand why dad was so busy.",생각해보면 아빠가 바빴던건 \n당연했을지도 몰라.,回想起来其实\n父亲忙碌也是应该的。,回想起來其實\n父親忙碌也是應該的。,"Wenn ich heute darüber nachdenke,\nverstehe ich natürlich, \nwarum Vater nie Zeit hatte.",Ahora lo pienso y en realidad \nentiendo que papá estuviera tan ocupado.
2-05_03_S02,"But I was so young, \nand when I fell by myself I was hurt.",하지만 혼자 넘어졌을 때 \n어린 마음에 너무 서운했었어.,但是独自摔倒时\n心里还是很伤心。,但是獨自摔倒時\n心裏還是很傷心。,"Aber ich war so jung,\nund als ich alleine hinfiel, tat ich mir weh.",Pero yo era muy pequeña... \ny cuando me caí me hice mucho daño.
2-05_03_S03,I despised dad for always \nsaying he was busy.,바쁘다고 핑계만 대는 \n아빠가 참 미웠어.,很讨厌当时那个\n只会说自己忙碌的父亲。,很討厭當時那個\n只會說自己忙碌的父親。,"Ich hasste Vater dafür,\ndass er ständig sagte, er habe zu tun.","Despreciaba a papá, \nsiempre estaba tan ocupado..."
2-05_03_F01,Sally got right back up.,샐리가 씩씩하게 \n잘 일어나기는 했지만,莎莉虽然坚强的\n站了起来,莎莉雖然堅強的\n站了起來,Sally stand sofort wieder auf.,Sally se levantó.
2-05_03_F02,"But if I hadn't helped her, \nshe would've gotten more hurt.",내 보살핌이 없었다면 \n샐리는 더 많이 다쳤을 거다.,如果没有我的照顾\n莎莉可能更容易受伤。,如果沒有我的照顧\n莎莉可能更容易受傷。,Aber ohne meine Hilfe\nhätte sie sich schlimmer wehgetan.,"Si no la hubiera socorrido, \nse habría hecho aún más daño."
2-05_03_F03,She was a very delicate child.,작은 나무 가시에도 \n상처 입는 연약한 아이였으니까.,就连小小的刺\n也会被扎到受伤。,就連小小的刺\n也會被紮到受傷。,Sie war ein sehr empfindliches Kind.,Era una niña muy frágil.
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Chpt3_Title,<A Dream>,<꿈>,<梦>,<夢>,<Ein Traum>,<El sueño>
,,,,,,
//3-01_01,,,,,,
Title3-1,A Dream,꿈,梦,夢,Ein Traum,El sueño
3-01_01_S01,Sally had a dream.,샐리에겐 언젠가부터 \n꿈이 생겼어요.,莎莉不知从何时开始\n有了自己的梦想。,莎莉不知從何時開始\n有了自己的夢想。,Sally hatte einen Traum.,Sally tenía un sueño.
3-01_01_S02,She wanted to become \na famous novelist.,그녀는 멋진 작가가\n되고 싶었답니다.,他想成为一名\n帅气的作家。,他想成為一名\n帥氣的作家。,Sie wollte eine berühmte\nSchriftstellerin werden.,Quería convertirse en \nuna escritora famosa.
3-01_01_S03,She excitedly told her father \nabout her dream.,샐리는 들뜬 기분으로 \n아빠에게 꿈을 말했어요.,莎莉很兴奋的\n告诉父亲她的梦想。,莎莉很興奮的\n告訴父親她的夢想。,Aufgeregt erzählte sie ihrem Vater\nvon ihrem Traum.,Se lo contó a su padre \ncon gran emoción.
3-01_01_S04,He disapproved.,하지만 아빠는 \n크게 반대했답니다.,但是父亲\n极度反对。,但是父親\n極度反對。,Er war dagegen.,A él no le gustó la idea.
3-01_01_F01,Sally told him she wanted \nto become a novelist.,샐리가 작가가 \n되겠다고 말했어요. ,莎莉表达说\n自己一定会成为作家。,莎莉表達說\n自己一定會成為作家。,"Sally sagte ihm, dass sie\nSchriftstellerin werden wollte.",Sally le contó que quería \nser novelista.
3-01_01_F02,He worried that meant she would \nmove to the city by herself.,그보다 더 걱정인 건 혼자서 \n도시로 가겠다는 말이었어요. ,更令人担心的是\n她要独自一人去城市里。,更令人擔心的是\n她要獨自一人去城市裏。,"Er war besorgt, weil sie dafür\nganz allein in die Stadt ziehen musste.",Le preocupaba que tuviera que \nirse a la ciudad sola.
3-01_01_F03,It was \ntoo dangerous for her.,아빠는 샐리 혼자 도시에 사는 게 \n위험하다고 생각했어요.,父亲认为莎莉一个人在城市里\n很危险。,父親認為莎莉一個人在城市裏\n很危險。,Das war\nviel zu gefährlich für sie.,Era demasiado \npeligroso para ella.
3-01_01_F04,He had no choice except \n to say no to her sweet face.,그는 들뜬 얼굴로 말하는 \n샐리의 꿈을 반대할 수밖에 없었어요.,所以只好反对\n莎莉的梦想。,所以只好反對\n莎莉的夢想。,"Er hatte keine Wahl, er musste\neinfach Nein sagen.","No tenía elección, \ntenía que decirle que no."
,,,,,,
//3-01_02,,,,,,
3-01_02_S01,Sally was so frustrated that \nshe ran out of the house \nand went for a walk.,샐리는 답답한 마음에 \n집에서 뛰쳐나와 혼자 걸었습니다.,莎莉郁闷的\n从家里跑出去独自走着。,莎莉郁悶的\n從家裏跑出去獨自走著。,"Sally war so wütend,\ndass sie aus dem Haus rannte\nund einen Spaziergang machte.",Sally estaba tan frustrada \nque se fue de casa \ny se fue a dar una vuelta.
3-01_02_S02,Getting some fresh air \nhelped her calm down.,산책을 하는 샐리의 표정이 \n한결 나아졌어요.,散步之后莎莉的心情\n变得好了许多。,散步之後莎莉的心情\n變得好了許多。,"Die frische Luft half ihr,\nsich zu beruhigen.",El aire fresco \nla ayudó a calmarse.
3-01_02_F01,Father went after Sally.,아빠는 집에서 \n뛰쳐나간 샐리를 뒤쫓았지만,父亲从家里\n追了出去,父親從家裏\n追了出去,Der Vater lief Sally hinterher.,Papá fue a buscar a Sally.
3-01_02_F02,But he kept his distance \nsince she was angry.,화가 난 딸에게 \n섣불리 다가갈 수 없었어요.,但是却无法靠近\n生气的孩子。,但是卻無法靠近\n生氣的孩子。,"Aber er blieb auf Abstand,\nweil sie wütend war.","Pero mantuvo las distancias, \nella estaba muy enfadada."
3-01_02_F03,He watched over her \nfrom afar.,아빠는 이렇게나마 \n아이를 챙겨주었어요.,父亲只是这样\n默默地守护着孩子。,父親只是這樣\n默默地守護著孩子。,Er wachte aus der\nFerne über sie.,La observaba \nen la lejanía.
,,,,,,
//3-02_01,,,,,,
3-02_01_S01,I reached the town.,작은 마을에 도착했어.,到达了村庄。,到達了村莊。,Ich bin in der Stadt.,Por fin llegué al pueblo.
3-02_01_S02,It feels like \nI can breathe again.,이제 숨통이 좀 \n트이는 것 같아.,现在好像可以\n喘过一口气。,現在好像可以\n喘過一口氣。,"Es fühlt sich an,\nals könnte ich wieder atmen.",Es como si pudiera \nrespirar de nuevo.
3-02_01_S03,"The smell of dirt hangs in the air, \na dry, familiar breeze.",바람에서 모래 냄새가 나. \n건조하고…익숙한 바람. ,空气里弥漫着沙子的气息\n干燥有熟悉的气息。,空氣裏彌漫著沙子的氣息\n幹燥有熟悉的氣息。,"In der Luft liegt der Geruch nach Schmutz,\neine trockene, vertraute Brise.","El aroma de la hierba en el aire, \nuna brisa tan familiar..."
3-02_01_F01,Sally made it to the village.,샐리가 \n작은 마을에 도착했다.,莎莉\n到达了小村庄。,莎莉\n到達了小村莊。,Sally gelangte ins Dorf.,Sally ha llegado a la aldea.
3-02_01_F02,I see the small \nwooden buildings.,이제 나무로 된 \n아늑한 건물들이 보인다.,现在可以见到\n用木头盖的小房子。,現在可以見到\n用木頭蓋的小房子。,"Ich sehe die kleinen,\nhölzernen Gebäude.",Veo los edificios pequeños \nde madera.
3-02_01_F03,The wide open space \nmakes me feel alive again.,시야가 탁 트여서 \n이제야 좀 살 것 같다.,现在总算\n视野更加开阔了。,現在總算\n視野更加開闊了。,Die offene Weite gibt mir\nwieder ein Gefühl von Leben.,El espacio abierto \nhace que me sienta vivo.
,,,,,,
//3-02_02,,,,,,
3-02_02_S01,My steps feel lighter \nthe closer I get to home.,고향에 가까워질 수록 \n발걸음도 가벼워지는 것 같아.,越接近家乡\n脚步越轻盈,越接近家鄉\n腳步越輕盈,"Meine Schritte werden leichter,\nje näher ich meinem Zuhause komme.",Mis pasos son más ligeros \ncuanto más me acerco a casa.
,,,,,,
//3-04_01,,,,,,
3-04_01_S01,"Father, who always \nstopped me from dreaming.",내 꿈을 막아서던 아빠.,反对我的梦想的父亲。,反對我的夢想的父親。,Vater wollte mich immer vom\nTräumen abhalten.,Papá no quería \nque tuviera sueños.
3-04_01_S02,He didn't want me to become a writer \nbecause it meant going to the city.,아빠는 내가 작가가 되기 위해 \n도시로 가는 걸 반대했었지.,父亲反对我为了当作家\n离开家去城市。,父親反對我為了當作家\n離開家去城市。,"Er war gegen meinen Schriftstellertraum,\nweil ich dafür in die Stadt ziehen musste.","No quería que me hiciera escritora, \nasí no me iría a la ciudad."
3-04_01_F01,I couldn't stop worrying about Sally. \nShe was just such as weak girl.,샐리는 한시도 눈을 뗄 수 없었던 \n여린 아이였다. ,莎莉总是那个\n柔弱的小孩。,莎莉總是那個\n柔弱的小孩。,Ich habe mich ständig um Sally gesorgt.\nSie war doch so schwach.,No podía dejar de preocuparme por Sally. \nEra una niña tan delicada.
3-04_01_F02,She was just too frail \nto live in the city alone.,도시에서 혼자 살기엔 \n무리라고 생각했다.,一个人在城市生活\n对她非常的艰辛。,一個人在城市生活\n對她非常的艱辛。,"Sie war zu zart,\num allein in der Stadt zu leben.",Era demasiado frágil \npara vivir sola en la ciudad.
,,,,,,
//3-05_01,,,,,,
3-05_01_S01,"After mom \npassed away,",아빠는 엄마가 \n돌아가신 이후로 ,父亲在母亲过世之后,父親在母親過世之後,Nach Mutters Tod,"Tras la muerte \nde mamá,"
3-05_01_S02,Father must have worried \nabout me even more.,내게 신경이\n많이 쓰였을 거야.,更加的用心在我身上。,更加的用心在我身上。,machte sich Vater wohl noch\ngrößere Sorgen um mich.,papá estaría aún \nmás preocupado por mí.
3-05_01_S03,It's only natural that he \ndidn't approve of me leaving.,나의 상경을 반대한 건 \n어쩌면 당연했을지도 몰라.,反对我去城市\n也是理所当然的。,反對我去城市\n也是理所當然的。,"Natürlich wollte er nicht,\ndass ich ihn verlasse.",Es normal que no \nme dejara irme a la ciudad.
3-05_01_F01,"After my wife \npassed away,",아내가 떠난 이후로,妻子过世之后,妻子過世之後,Nach dem Tod\nmeiner Frau,"Tras la muerte \nde mi esposa,"
3-05_01_F02,I was probably \noverly concerned for Sally.,내가 너무 지나치게  \n샐리를 걱정했던 걸지도 모른다.,超乎寻常的\n担心着莎莉。,超乎尋常的\n擔心著莎莉。,war ich wahrscheinlich\nübermäßig besorgt um Sally.,es posible que \ncontrolara demasiado a Sally.
3-05_01_F03,She was a brave girl...,저렇게 씩씩한 아이인데…,她是那么的坚强…,她是那麽的堅強…,Sie war ein tapferes Mädchen ...,Era una chica muy valiente...
3-05_01_F04,Maybe I didn't trust her \nas much as I should have.,샐리를 너무 \n못 믿었던게 아닐까.,是不是太不相信\n莎莉了呢,是不是太不相信\n莎莉了呢,Vielleicht hätte ich ihr\nmehr vertrauen sollen.,Debería haber confiado \nmás en ella.
,,,,,,
//3-05_03,,,,,,
3-05_03_S01,How could he not support \nthe dream of his only daughter?,아무리 그래도 하나 뿐인  \n딸의 꿈을 막아서다니.,再怎么样也是\n唯一的女儿的梦想。,再怎麽樣也是\n唯一的女兒的夢想。,Wie konnte er den Traum seiner\neinzigen Tochter nicht unterstützen?,¿Por qué no podía \napoyar el sueño de su única hija?
3-05_03_S02,I was really hurt.,그 땐 너무나도  \n서운했었어.,那时候真的\n非常的伤心。,那時候真的\n非常的傷心。,Ich war wirklich verletzt.,Hirió mis sentimientos.
3-05_03_F01,"At the time, it seemed like \nthe right thing to do.",그렇지만 당시에는 \n그게 옳다고 생각했었다.,但当时还是觉得\n做得没有错。,但當時還是覺得\n做得沒有錯。,Zu der Zeit schien es das\neinzig Richtige zu sein.,"En ese momento, me pareció \nque era lo correcto."
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Chpt4_Title,<Farewell>,<이별>,<离别>,<離別>,<Abschied>,<Adiós>
,,,,,,
//4-01_01,,,,,,
Title4-1,Farewell,이별,离别,離別,Abschied,Adiós
4-01_01_S01,Sally decided to leave home \nand move to the city.,샐리는 고향을 떠나 \n도시로 가기로 했어요.,莎莉决定离开故乡\n去往城市。,莎莉決定離開故鄉\n去往城市。,"Sally beschloss, ihr Heim zu verlassen\nund in die Stadt zu ziehen.",Sally decidió marcharse \na la ciudad.
4-01_01_S02,She told her Father.,떠나기 전 샐리는 \n아빠에게 말했어요.,离开之前\n和父亲道别了。,離開之前\n和父親道別了。,Das sagte sie ihrem Vater.,Se lo dijo a Papá.
4-01_01_S03,"He of course didn't \nwant her to leave,",여전히 아빠는 반대했지만,虽然父亲还是很反对,雖然父親還是很反對,"Natürlich wollte er nicht,\ndass sie fortging,","Por supuesto, \nél se negó"
4-01_01_S04,so she left \nsecretly.,샐리는 몰래 \n집을 떠났답니다.,但莎莉偷偷的\n离开了家。,但莎莉偷偷的\n離開了家。,also ging sie heimlich.,así que ella \nse escapó.
4-01_01_F01,"With a determined look \nin her eyes,",샐리가 도시로 \n떠날거라고,莎莉十分不开心的\n向父亲表达,莎莉十分不開心的\n向父親表達,Mit einem\nentschlossenen Blick,"Con determinación \nen sus ojos,"
4-01_01_F02,Sally said she intended to \ngo to the city.,굳은 표정으로 \n아빠에게 얘기했어요.,自己会\n去往城市,自己會\n去往城市,"sagte Sally, dass sie beabsichtigte,\nin die Stadt zu gehen.",Sally dijo que quería \nirse a la ciudad.
4-01_01_F03,"She left the first moment \nFather was gone,",아빠가 잠깐 자리를 비운 사이에 \n샐리는 떠났고,父亲离开的一小会\n莎莉走了,父親離開的一小會\n莎莉走了,"Sie ging sofort,\nals ihr Vater mal weg war,","En cuanto Papá salió, \nella se escapó."
4-01_01_F04,and he immediately \nfollowed after her.,그는 황급히 \n샐리를 쫓아갔어요.,他慌张的\n追了出去。,他慌張的\n追了出去。,und gleich folgte er ihr.,Él la persiguió \nde inmediato.
,,,,,,
//4-01_02,,,,,,
4-01_02_S01,Even dead ends \ncouldn't stop Sally.,막다른 길도 \n그녀를 막을 수는 없었어요.,无论什么\n也阻挡不了她。,無論什麽\n也阻擋不了她。,Selbst Rückschläge\nkonnten Sally nicht aufhalten.,"Nada podía parar a Sally, \nni un callejón sin salida."
4-01_02_S02,It inspired and gave her hope that \nshe could make her dream come true.,곧 꿈을 이룰 수 있다는 \n기대감에 설레었죠.,满心的认为\n马上就会实现梦想。,滿心的認為\n馬上就會實現夢想。,"Ihren Traum wahr werden zu lassen,\ninspirierte sie und gab ihr Hoffnung.","El camino, tan duro, la inspiró y le dio esperanzas \nde que podría cumplir su sueño."
4-01_02_S03,She felt like \nshe could do anything.,무엇이든 해낼 수 \n있을 것만 같았어요.,认为什么事情\n都可以做到。,認為什麽事情\n都可以做到。,"Sie fühlte sich,\nals könne sie alles erreichen.",Se sentía \nimparable.
,,,,,,
//4-01_03,,,,,,
4-01_03_F01,"Father followed after Sally \nfor a long time,",아빠는 샐리를 \n끝까지 뒤쫓았지만,父亲虽然\n一路跟随,父親雖然\n一路跟隨,"Vater folgte Sally\nfür lange Zeit,","Papá siguió a Sally \ndurante mucho tiempo,"
4-01_03_F02,but he couldn't stop her \nfrom chasing her dream.,꿈을 쫓아 떠나는 샐리를 \n막을 수는 없었답니다.,但是还是无法阻止\n追逐梦想的她。,但是還是無法阻止\n追逐夢想的她。,"doch er konnte sie nicht abhalten,\nihrem Traum nachzujagen.",pero no podía evitar \nque persiguiera su sueño.
,,,,,,
//4-02_01,,,,,,
4-02_01_S01,This place is \nreally quiet.,한적한 시골 마을에 도착했어.,回到了悠闲的村庄。,回到了悠閑的村莊。,Hier ist es wirklich still.,Este lugar es \nmuy tranquilo.
4-02_01_S02,I wonder if \nit rains a lot.,비가 많이 오는 곳이라,这里常常下雨,這裏常常下雨,"Ich frage mich,\nob es wohl viel regnet.",Me pregunto si \nlloverá mucho.
4-02_01_S03,The land seems wet \nand smells like rain.,땅바닥은 축축하고 \n흙에선 비 냄새가 나.,泥土中充满了\n潮湿的雨的气息。,泥土中充滿了\n潮濕的雨的氣息。,Das Land wirkt feucht\nund riecht nach Regen.,La tierra está húmeda \ny huele a lluvia.
4-02_01_S04,"I can see home from here, \nin the distance.",어느새 고향이 \n저 멀리 보여.,不知不觉\n已经能远远的看见故乡。,不知不覺\n已經能遠遠的看見故鄉。,Ich kann von hier aus in der Ferne\nmein Zuhause sehen.,"Puedo ver mi casa desde aquí, \na lo lejos."
4-02_01_F01,Sally's footsteps echo through \nthe quiet village.,샐리의 발소리만이 \n조용한 마을을 울린다.,村庄寂静的\n仿佛能听见莎莉的脚步声。,村莊寂靜的\n仿佛能聽見莎莉的腳步聲。,Sallys Schritte hallen durch\ndas schweigende Dorf.,Las pisadas de Sally resuenan \nen la pequeña aldea.
4-02_01_F02,"Everything is damp,","모든 것이 \n눅눅하지만,",虽然一切\n都是那么潮湿,雖然一切\n都是那麽潮濕,"Alles ist feucht hier,","Todo está empapado,"
4-02_01_F03,but the smell of nature \nputs her at ease.,풀내음이 느껴져서 \n이내 마음이 놓인다.,但能够感觉到自然\n令人非常舒心。,但能夠感覺到自然\n令人非常舒心。,aber der Duft der Natur\nberuhigt sie.,pero el olor de la naturaleza \nla tranquilizaba.
4-02_01_F04,"I can see home from here, \nin the distance.",어느새 고향이 \n저 멀리 보인다.,不知不觉\n已经能远远的看见故乡。,不知不覺\n已經能遠遠的看見故鄉。,Ich kann von hier aus in der Ferne\nmein Zuhause sehen.,"Puedo ver mi casa desde aquí, \na lo lejos."
,,,,,,
//4-04_01,,,,,,
4-04_01_S01,"Father, who was \nagainst my dream.",내 꿈을 반대하던 아빠.,反对我的梦想的父亲。,反對我的夢想的父親。,"Vater, der sich\ngegen meinen Traum stellte.","Papá, que me impedía \ncumplir mi sueño."
4-04_01_S02,Leaving him wasn't easy.,그다지 좋은 \n이별은 아니었어.,离别并不是\n那么美好。,離別並不是\n那麽美好。,"Ihn zu verlassen, war nicht leicht.",Fue tan difícil dejarlo...
